Choice,Party,,Absentee Votes,Absentee %,,Early Votes,Early %,,Election Day Votes,Election Day %,,Total Votes,Total %,Contest,Precinct,County
CATHY HILLARD,,,4,50.00%,,43,43.88%,,46,51.69%,,93,47.69%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE05,Wayne
AARON L. STEVENS,,,4,50.00%,,55,56.12%,,43,48.31%,,102,52.31%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE05,Wayne
YES,,,5,83.33%,,59,77.63%,,53,70.67%,,117,74.52%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE05,Wayne
NO,,,1,16.67%,,17,22.37%,,22,29.33%,,40,25.48%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE05,Wayne
YES,,,6,100.00%,,56,78.87%,,42,59.15%,,104,70.27%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE05,Wayne
NO,,,0,0.00%,,15,21.13%,,29,40.85%,,44,29.73%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE05,Wayne
YES,,,5,83.33%,,55,77.46%,,47,63.51%,,107,70.86%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE05,Wayne
NO,,,1,16.67%,,16,22.54%,,27,36.49%,,44,29.14%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE05,Wayne
YES,,,5,83.33%,,59,83.10%,,49,65.33%,,113,74.34%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE05,Wayne
NO,,,1,16.67%,,12,16.90%,,26,34.67%,,39,25.66%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE05,Wayne
YES,,,6,100.00%,,54,76.06%,,44,60.27%,,104,69.33%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE05,Wayne
NO,,,0,0.00%,,17,23.94%,,29,39.73%,,46,30.67%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE05,Wayne
YES,,,21,56.76%,,88,40.00%,,66,39.52%,,175,41.27%,PUBLIC QUESTION #1,WAYNE06,Wayne
NO,,,16,43.24%,,132,60.00%,,101,60.48%,,249,58.73%,PUBLIC QUESTION #1,WAYNE06,Wayne
Republican Party,REP,,27,54.00%,,144,64.00%,,89,60.96%,,260,61.76%,STRAIGHT PARTY,WAYNE06,Wayne
Democratic Party,DEM,,20,40.00%,,78,34.67%,,52,35.62%,,150,35.63%,STRAIGHT PARTY,WAYNE06,Wayne
Libertarian Party,LIB,,2,4.00%,,0,0.00%,,2,1.37%,,4,0.95%,STRAIGHT PARTY,WAYNE06,Wayne
We the People Party,WTP,,1,2.00%,,3,1.33%,,3,2.05%,,7,1.66%,STRAIGHT PARTY,WAYNE06,Wayne
DONALD J. TRUMP JD VANCE,REP,,35,53.03%,,185,58.54%,,139,60.96%,,359,58.85%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
KAMALA D. HARRIS TIM WALZ,DEM,,29,43.94%,,129,40.82%,,82,35.96%,,240,39.34%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
CHASE OLIVER MIKE TER MAAT,LIB,,1,1.52%,,1,0.32%,,2,0.88%,,4,0.66%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
ROBERT F. KENNEDY JR. NICOLE SHANAHAN,WTP,,1,1.52%,,1,0.32%,,3,1.32%,,5,0.82%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
ANDRE' RAMON MCNEIL SR. (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
CAROL ASHER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
CHERUNDA LYNN FOX (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
CLAUDIA DE LA CRUZ / KARINA GARCIA (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
COMEL WEST / MELINA ABDULLAH (W),,,0,0.00%,,0,0.00%,,2,0.88%,,2,0.33%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
DOUG JENKINS (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
NALA BAOZUN SCOTT JOHNSON JR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
PAIJ BORING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
PETER SONSKI (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
SHONDRA IRVING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
SUSAN MAUDE BUCHSER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
TOM HOEFLING / ANDY PRIOR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
WILLIAM CODY NALBACH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE06,Wayne
JIM BANKS,REP,,35,54.69%,,182,58.15%,,134,60.36%,,351,58.60%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE06,Wayne
VALERIE MCCRAY,DEM,,25,39.06%,,127,40.58%,,80,36.04%,,232,38.73%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE06,Wayne
ANDREW HORNING,LIB,,4,6.25%,,4,1.28%,,8,3.60%,,16,2.67%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE06,Wayne
ANTONIO XAVIER ALVAREZ (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE06,Wayne
PHILLIP D. BEACHY (PHIL) (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE06,Wayne
MIKE BRAUN MICAH BECKWITH,REP,,36,56.25%,,181,57.83%,,126,56.25%,,343,57.07%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE06,Wayne
JENNIFER G. MCCORMICK TERRY GOODIN,DEM,,25,39.06%,,128,40.89%,,87,38.84%,,240,39.93%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE06,Wayne
DONALD RAINWATER TONYA HUDSON,LIB,,3,4.69%,,4,1.28%,,11,4.91%,,18,3.00%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE06,Wayne
CHRISTOPHER RYAN STRIED / NO CANDIDATE NAME (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE06,Wayne
TODD ROKITA,REP,,34,53.97%,,182,58.33%,,138,61.88%,,354,59.20%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE06,Wayne
DESTINY WELLS,DEM,,29,46.03%,,130,41.67%,,85,38.12%,,244,40.80%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE06,Wayne
JEFFERSON SHREVE,REP,,36,56.25%,,181,57.46%,,136,60.18%,,353,58.35%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE06,Wayne
CYNTHIA (CINDE) WIRTH,DEM,,25,39.06%,,127,40.32%,,85,37.61%,,237,39.17%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE06,Wayne
JAMES MICHAEL SCENIAK,LIB,,3,4.69%,,7,2.22%,,5,2.21%,,15,2.48%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE06,Wayne
BRADFORD BARRETT,REP,,41,100.00%,,216,100.00%,,169,100.00%,,426,100.00%,STATE REPRESENTATIVE District 56 - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
RONALD J. (RON) MOORE,REP,,37,100.00%,,225,100.00%,,168,100.00%,,430,100.00%,JUDGE of the SUPERIOR COURT No.1 - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
TARA PEGG,REP,,37,100.00%,,221,100.00%,,165,100.00%,,423,100.00%,CLERK of the CIRCUIT COURT - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
BETH FIELDS,REP,,37,100.00%,,218,100.00%,,161,100.00%,,416,100.00%,COUNTY TREASURER - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
R. BRENT MEADOWS,REP,,37,100.00%,,216,100.00%,,160,100.00%,,413,100.00%,COUNTY CORONER - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
GORDON E. MOORE,REP,,37,100.00%,,218,100.00%,,158,100.00%,,413,100.00%,COUNTY SURVEYOR - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
AARON ROBERTS,REP,,36,100.00%,,216,100.00%,,158,100.00%,,410,100.00%,COUNTY COMMISSIONER District 2 - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
JEFF PLASTERER,REP,,37,100.00%,,218,100.00%,,157,100.00%,,412,100.00%,COUNTY COMMISSIONER District 3 - Vote for One (1) Only No DEM Filed,WAYNE06,Wayne
GERALD (GARY) SAUNDERS,REP,,13,37.14%,,120,39.34%,,84,40.58%,,217,39.67%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE06,Wayne
MAX SMITH,REP,,10,28.57%,,88,28.85%,,58,28.02%,,156,28.52%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE06,Wayne
CATHY C. WILLIAMS,REP,,12,34.29%,,97,31.80%,,65,31.40%,,174,31.81%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE06,Wayne
NICOLE STULTS,,,19,100.00%,,137,100.00%,,118,100.00%,,274,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 1 - Vote for One (1) Only,WAYNE06,Wayne
AUSTIN BRANN,,,19,100.00%,,134,100.00%,,107,100.00%,,260,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 2 - Vote for One (1) Only,WAYNE06,Wayne
CATHY HILLARD,,,16,51.61%,,108,45.57%,,82,45.05%,,206,45.78%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE06,Wayne
AARON L. STEVENS,,,15,48.39%,,129,54.43%,,100,54.95%,,244,54.22%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE06,Wayne
YES,,,23,82.14%,,130,71.43%,,111,78.17%,,264,75.00%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE06,Wayne
NO,,,5,17.86%,,52,28.57%,,31,21.83%,,88,25.00%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE06,Wayne
YES,,,25,86.21%,,118,69.41%,,108,77.14%,,251,74.04%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE06,Wayne
NO,,,4,13.79%,,52,30.59%,,32,22.86%,,88,25.96%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE06,Wayne
YES,,,22,78.57%,,127,74.27%,,105,75.00%,,254,74.93%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE06,Wayne
NO,,,6,21.43%,,44,25.73%,,35,25.00%,,85,25.07%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE06,Wayne
YES,,,23,85.19%,,126,73.68%,,104,76.47%,,253,75.75%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE06,Wayne
NO,,,4,14.81%,,45,26.32%,,32,23.53%,,81,24.25%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE06,Wayne
YES,,,20,80.00%,,118,70.24%,,98,71.53%,,236,71.52%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE06,Wayne
NO,,,5,20.00%,,50,29.76%,,39,28.47%,,94,28.48%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE06,Wayne
YES,,,2,28.57%,,60,41.67%,,47,42.34%,,109,41.60%,PUBLIC QUESTION #1,WAYNE07,Wayne
NO,,,5,71.43%,,84,58.33%,,64,57.66%,,153,58.40%,PUBLIC QUESTION #1,WAYNE07,Wayne
Republican Party,REP,,2,9.09%,,47,43.12%,,51,56.67%,,100,45.25%,STRAIGHT PARTY,WAYNE07,Wayne
Democratic Party,DEM,,20,90.91%,,61,55.96%,,37,41.11%,,118,53.39%,STRAIGHT PARTY,WAYNE07,Wayne
Libertarian Party,LIB,,0,0.00%,,0,0.00%,,2,2.22%,,2,0.90%,STRAIGHT PARTY,WAYNE07,Wayne
We the People Party,WTP,,0,0.00%,,1,0.92%,,0,0.00%,,1,0.45%,STRAIGHT PARTY,WAYNE07,Wayne
DONALD J. TRUMP JD VANCE,REP,,2,5.26%,,76,39.38%,,76,53.90%,,154,41.40%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
KAMALA D. HARRIS TIM WALZ,DEM,,36,94.74%,,116,60.10%,,62,43.97%,,214,57.53%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
CHASE OLIVER MIKE TER MAAT,LIB,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
ROBERT F. KENNEDY JR. NICOLE SHANAHAN,WTP,,0,0.00%,,0,0.00%,,3,2.13%,,3,0.81%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
ANDRE' RAMON MCNEIL SR. (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
CAROL ASHER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
CHERUNDA LYNN FOX (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
CLAUDIA DE LA CRUZ / KARINA GARCIA (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
COMEL WEST / MELINA ABDULLAH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
DOUG JENKINS (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
NALA BAOZUN SCOTT JOHNSON JR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
PAIJ BORING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
PETER SONSKI (W),,,0,0.00%,,1,0.52%,,0,0.00%,,1,0.27%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
SHONDRA IRVING (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
SUSAN MAUDE BUCHSER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
TOM HOEFLING / ANDY PRIOR (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
WILLIAM CODY NALBACH (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE07,Wayne
JIM BANKS,REP,,2,5.13%,,77,39.90%,,72,52.17%,,151,40.81%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE07,Wayne
VALERIE MCCRAY,DEM,,37,94.87%,,113,58.55%,,58,42.03%,,208,56.22%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE07,Wayne
ANDREW HORNING,LIB,,0,0.00%,,3,1.55%,,8,5.80%,,11,2.97%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE07,Wayne
ANTONIO XAVIER ALVAREZ (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE07,Wayne
PHILLIP D. BEACHY (PHIL) (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,UNITED STATES SENATOR - Vote for One (1) Only,WAYNE07,Wayne
MIKE BRAUN MICAH BECKWITH,REP,,2,8.33%,,71,37.17%,,75,53.96%,,148,41.81%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE07,Wayne
JENNIFER G. MCCORMICK TERRY GOODIN,DEM,,22,91.67%,,114,59.69%,,60,43.17%,,196,55.37%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE07,Wayne
DONALD RAINWATER TONYA HUDSON,LIB,,0,0.00%,,6,3.14%,,4,2.88%,,10,2.82%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE07,Wayne
CHRISTOPHER RYAN STRIED / NO CANDIDATE NAME (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,GOVERNOR and LIEUTENANT GOVERNOR - Vote for One (1) Only,WAYNE07,Wayne
TODD ROKITA,REP,,2,8.33%,,77,40.74%,,72,52.55%,,151,43.14%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE07,Wayne
DESTINY WELLS,DEM,,22,91.67%,,112,59.26%,,65,47.45%,,199,56.86%,ATTORNEY GENERAL - Vote for One (1) Only,WAYNE07,Wayne
JEFFERSON SHREVE,REP,,2,5.13%,,78,40.84%,,74,53.62%,,154,41.85%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE07,Wayne
CYNTHIA (CINDE) WIRTH,DEM,,35,89.74%,,110,57.59%,,58,42.03%,,203,55.16%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE07,Wayne
JAMES MICHAEL SCENIAK,LIB,,2,5.13%,,3,1.57%,,6,4.35%,,11,2.99%,UNITED STATES REPRESENTATIVE in CONGRESS District 6 - Vote for One (1) Only,WAYNE07,Wayne
BRADFORD BARRETT,REP,,4,100.00%,,104,100.00%,,97,100.00%,,205,100.00%,STATE REPRESENTATIVE District 56 - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
RONALD J. (RON) MOORE,REP,,4,100.00%,,111,100.00%,,102,100.00%,,217,100.00%,JUDGE of the SUPERIOR COURT No.1 - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
TARA PEGG,REP,,5,100.00%,,108,100.00%,,102,100.00%,,215,100.00%,CLERK of the CIRCUIT COURT - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
BETH FIELDS,REP,,5,100.00%,,107,100.00%,,104,100.00%,,216,100.00%,COUNTY TREASURER - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
R. BRENT MEADOWS,REP,,6,100.00%,,107,100.00%,,101,100.00%,,214,100.00%,COUNTY CORONER - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
GORDON E. MOORE,REP,,6,100.00%,,102,100.00%,,103,100.00%,,211,100.00%,COUNTY SURVEYOR - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
AARON ROBERTS,REP,,4,100.00%,,101,100.00%,,102,100.00%,,207,100.00%,COUNTY COMMISSIONER District 2 - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
JEFF PLASTERER,REP,,4,100.00%,,102,100.00%,,101,100.00%,,207,100.00%,COUNTY COMMISSIONER District 3 - Vote for One (1) Only No DEM Filed,WAYNE07,Wayne
GERALD (GARY) SAUNDERS,REP,,5,45.45%,,51,32.08%,,52,38.81%,,108,35.53%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE07,Wayne
MAX SMITH,REP,,3,27.27%,,49,30.82%,,37,27.61%,,89,29.28%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE07,Wayne
CATHY C. WILLIAMS,REP,,3,27.27%,,59,37.11%,,45,33.58%,,107,35.20%,COUNTY COUNCIL MEMBER At-Large - Vote for Not More Than Three (3) No DEM Filed,WAYNE07,Wayne
NICOLE STULTS,,,3,100.00%,,81,100.00%,,79,100.00%,,163,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 1 - Vote for One (1) Only,WAYNE07,Wayne
AUSTIN BRANN,,,2,100.00%,,77,100.00%,,79,100.00%,,158,100.00%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER District 2 - Vote for One (1) Only,WAYNE07,Wayne
CATHY HILLARD,,,3,42.86%,,71,50.71%,,51,42.86%,,125,46.99%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE07,Wayne
AARON L. STEVENS,,,4,57.14%,,69,49.29%,,68,57.14%,,141,53.01%,RICHMOND COMMUNITY SCHOOL BOARD MEMBER At-Large - Vote for Not More Than Two (2),WAYNE07,Wayne
YES,,,4,66.67%,,89,78.07%,,69,69.70%,,162,73.97%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE07,Wayne
NO,,,2,33.33%,,25,21.93%,,30,30.30%,,57,26.03%,JUSTICE of the SUPREME COURT JUSTICE LORETTA H. RUSH,WAYNE07,Wayne
YES,,,4,66.67%,,64,59.81%,,65,68.42%,,133,63.94%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE07,Wayne
NO,,,2,33.33%,,43,40.19%,,30,31.58%,,75,36.06%,JUSTICE of the SUPREME COURT JUSTICE MARK S. MASSA,WAYNE07,Wayne
YES,,,4,66.67%,,71,66.98%,,61,64.89%,,136,66.02%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE07,Wayne
NO,,,2,33.33%,,35,33.02%,,33,35.11%,,70,33.98%,JUSTICE of the SUPREME COURT JUSTICE DEREK READ MOLTER,WAYNE07,Wayne
YES,,,4,66.67%,,72,67.92%,,61,65.59%,,137,66.83%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE07,Wayne
NO,,,2,33.33%,,34,32.08%,,32,34.41%,,68,33.17%,INDIANA COURT of APPEALS FIRST DISTRICT JUDGE PETER R. FOLEY,WAYNE07,Wayne
YES,,,4,80.00%,,68,65.38%,,66,69.47%,,138,67.65%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE07,Wayne
NO,,,1,20.00%,,36,34.62%,,29,30.53%,,66,32.35%,INDIANA COURT of APPEALS FOURTH DISTRICT JUDGE RUDOLPH REGINALD PYLE III.,WAYNE07,Wayne
YES,,,14,46.67%,,50,44.25%,,55,56.12%,,119,49.38%,PUBLIC QUESTION #1,WAYNE08,Wayne
NO,,,16,53.33%,,63,55.75%,,43,43.88%,,122,50.62%,PUBLIC QUESTION #1,WAYNE08,Wayne
Republican Party,REP,,10,41.67%,,62,62.00%,,33,34.74%,,105,47.95%,STRAIGHT PARTY,WAYNE08,Wayne
Democratic Party,DEM,,14,58.33%,,35,35.00%,,60,63.16%,,109,49.77%,STRAIGHT PARTY,WAYNE08,Wayne
Libertarian Party,LIB,,0,0.00%,,1,1.00%,,0,0.00%,,1,0.46%,STRAIGHT PARTY,WAYNE08,Wayne
We the People Party,WTP,,0,0.00%,,2,2.00%,,2,2.11%,,4,1.83%,STRAIGHT PARTY,WAYNE08,Wayne
DONALD J. TRUMP JD VANCE,REP,,16,38.10%,,94,61.04%,,51,34.46%,,161,46.80%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
KAMALA D. HARRIS TIM WALZ,DEM,,24,57.14%,,59,38.31%,,93,62.84%,,176,51.16%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
CHASE OLIVER MIKE TER MAAT,LIB,,1,2.38%,,0,0.00%,,0,0.00%,,1,0.29%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
ROBERT F. KENNEDY JR. NICOLE SHANAHAN,WTP,,1,2.38%,,1,0.65%,,2,1.35%,,4,1.16%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
ANDRE' RAMON MCNEIL SR. (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
CAROL ASHER (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
CHERUNDA LYNN FOX (W),,,0,0.00%,,0,0.00%,,0,0.00%,,0,0.00%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
CLAUDIA DE LA CRUZ / KARINA GARCIA (W),,,0,0.00%,,0,0.00%,,2,1.35%,,2,0.58%,PRESIDENT and VICE-PRESIDENT of the UNITED STATES - Vote for One (1) Only,WAYNE08,Wayne
